Parole,Genre,Titre + artiste
"The original name for… Read More
It's close to midnight
And something evil's lurking in the dark
Under the moonlight
You see a sight that almost stops your heart
You try to scream
But terror takes the sound before you make it
You start to freeze
As horror looks you right between the eyes
You're paralyzed
'Cause this is thriller, thriller night
And no one's gonna save you
From the beast about to strike
You know it's thriller, thriller night
You're fighting for your life inside a killer
Thriller tonight, yeah
Ooh
You hear the door slam
And realize there's nowhere left to run
You feel the cold hand
And wonder if you'll ever see the sun
You close your eyes
And hope that this is just imagination (Girl)
But all the while
You hear a creature creepin’ up behind
You're out of time
'Cause this is thriller, thriller night
There ain't no second chance
Against the thing with forty eyes, girl
Thriller (Ooh), thriller night
You're fighting for your life
Inside a killer, thriller tonight
Night creatures call
And the dead start to walk in their masquerade
There's no escaping the jaws of the alien this time
(They're open wide)
This is the end of your life, ooh
They're out to get you
There's demons closing in on every side (Ooh)
They will possess you
Unless you change that number on your dial
Now is the time
For you and I to cuddle close together, yeah
All through the night
I'll save you from the terror on the screen
I'll make you see
That this is thriller, thriller night
'Cause I can thrill you more
Than any ghoul would ever dare try
Thriller (Ooh), thriller night
So let me hold you tight
And share a killer, thriller, chiller
Thriller, here tonight
'Cause this is thriller, thriller night
Girl, I can thrill you more
Than any ghoul would ever dare try
Thriller (Ooh), thriller night
So let me hold you tight
And share a killer, thriller (Ow)
I'm gonna thrill you tonight
Darkness falls across the land
The midnight hour is close at hand
Creatures crawl in search of blood
To terrorize y'all's neighborhood (I'm gonna thrill you tonight)
And whosoever shall be found
Without the soul for getting down
Must stand and face the hounds of hell
And rot inside a corpse's shell
I'm gonna thrill you tonight
Thriller, ooh, babe (Thriller)
I'm gonna thrill you tonight (Thriller night)
Thriller, oh, darling (Oh, baby)
I'm gonna thrill you tonight (Thriller)
Ooh, babe (Thriller night)
I'm gonna thrill you tonight (Thriller)
Oh, darling (Oh, baby)
Thriller night, babe (Thriller night, babe)
Ooh
The foulest stench is in the air
The funk of forty thousand years (Thriller night, thriller)
And grisly ghouls from every tomb
Are closing in to seal your doom
And though you fight to stay alive
Your body starts to shiver (I'm gonna thrill you tonight)
For no mere mortal can resist
The evil of the thriller",rnb,Michael_Jackson_Thriller.txt
"In the song, Khalid laments about a relationship moving too fast and… Read More
Can we just talk? Can we just talk?
Talk about where we're goin'
Before we get lost, lend me your thoughts
Can't get what we want without knowin'
I've never felt like this before
I apologize if I'm movin' too far
Can we just talk? Can we just talk?
Figure out where we're goin'
Yeah, started off right
I can see it in your eyes
I can tell that you're wantin' more
What's been on your mind?
There's no reason we should hide
Tell me somethin' I ain't heard before
Oh, I've been dreamin' 'bout it
And it's you I'm on
So stop thinkin' 'bout it
Can we just talk? Can we just talk?
Talk about where we're goin'
Before we get lost, lend me your thoughts (Yeah)
Can't get what we want without knowin' (No)
I've never felt like this before
I apologize if I'm movin' too far
Can we just talk? Can we just talk?
Figure out where we're goin'
Oh, nah
Penthouse view, left some flowers in the room
I'll make sure I leave the door unlocked
Now I'm on the way, swear I won't be late
I'll be there by five o'clock
Oh, you've been dreamin' 'bout it
And I'm what you want
So stop thinkin' 'bout it
Can we just talk? (Oh) Can we just talk?
Talk about where we're goin'
Before we get lost, lend me your thoughts
Can't get what we want without knowin'
I've never felt like this before
I apologize if I'm movin' too far
Can we just talk? Can we just talk?
Figure out where we're goin'
Figure out where we're goin'",rnb,Khalid_Talk.txt
"You said that I've been actin’ different, yeah
Funny how I finally flipped the script on you
When you the one who's double-dippin', yeah
You so sloppy, how I caught you slippin’ up
You're off the lease
Run me my keys
No more poppin' up to hit it, yeah
I ain't even got the miles to trip on you
New phone (Who is this?)
Brand new like the whip
Rack it up, no assist
Main bitch, I ain't average
Wake up, need a zip
Hennessy, take a sip
Look at my jeans, I'm too thick
I ain't got the room for extra baggage
Don't forget to come and pick up your, ooh, feelings
Don’t leave no piеces (Oh, oh)
You need to hurry and pick up your, ooh-ooh, feelings
While I’m up cleaning
Boy, plеase, I don't need it (I don’t need it)
Memories, all that shit, you can keep it (Oh, oh)
Don't forget to come and pick up your, ooh-ooh, feelings
Don't leave no pieces
Oh, I'm tryna find a fuck to give for you
You ran out of chances of forgivin’ ya
Yeah, listen, I ain't listenin'
Just for you to go and break my heart again
I learned my lesson (Last time)
Woah, and I ain't comin' (Back now)
You're missin' what you had now (Had now)
And I bet you I look better, don't I?
New phone (Who is this?)
Contact? Don't exist
Need a ride? Call that bitch
Gas way too expensive
No more benefits
Pop-up visits
Hands tied, no grip
I ain't got the room for extra baggage
So don't forget to come and pick up your, ooh, feelings
And don't leave no pieces (Yeah, hey)
You need to hurry and pick up your (Pick up your) feelings
While I'm up cleaning (Oh, oh)
Boy, please, I don't need you
Oh, memories, all that shit, you can keep it
Oh, don't forget to come and pick up your, oh, feelings
Don't leave no pieces
Put a lock on the door where my heart once was (Mmm)
Boy, you had your fun
But I had enough
Now I'm really done
I deserve so much more than you gave to me
So now I'm savin' me
And I made my peace
So you can run them streets
But don't forget to come and pick up your feelings
Don't leave no pieces (Don't leave no)
You need to hurry and pick up your, ooh, feelings
While I'm up cleaning (Yeah)
Boy, please (Boy, please, oh), I don't need you (I don't need you, I don't need you)
All that shit (All that shit), you can keep (You can keep), I don't need it (I don't need it, I don't need it)
Don't forget (Don't forget) to come and pick up your, oh, feelings (Oh, pick up your feelings)
(Don't leave no pieces) Oh, woah
Ooh, ooh, ooh, ooh-ooh, ooh-ooh
Ooh, ooh, ooh, ooh-ooh, ooh-ooh
Ooh, ooh, ooh, ooh-ooh, ooh-ooh
Ooh",rnb,Jazmine_Sullivan_Pick_Up_Your_Feelings.txt
"Before performing this song live, Travis says… Read More
Yeah
7:30 in the night, yeah
Ooh, ooh
I get those goosebumps every time, yeah, you come around, yeah
You ease my mind, you make everything feel fine
Worried 'bout those comments
I'm way too numb, yeah, it's way too dumb, yeah
I get those goosebumps every time, I need the Heimlich
Throw that to the side, yeah
I get those goosebumps every time, yeah
When you're not around (Straight up)
When you throw that to the side, yeah (It's lit)
I get those goosebumps every time, yeah
7-1-3
Through the 2-8-1, yeah, I'm ridin', why they on me?
Why they on me? I'm flyin', sippin' low-key
I'm sippin' low-key in Onyx, rider, rider
When I'm pullin' up right beside ya
Pop star, lil' Mariah
When I text a cute game, wildness
Throw a stack on the Bible
Never Snapchat or took molly
She fall through plenty, her and all her ginnies, yeah
We at the top floor, right there off Doheny, yeah
Oh no, I can't fuck with y'all
Yeah, when I'm with my squad, I cannot do no wrong
Yeah, saucin' in the city, don't get misinformed
Yeah, they gon' pull up on you (Brr, brr, brr)
Yeah, we gon' do some things, some things you can't relate
Yeah, 'cause we from a place, a place you cannot stay
Oh, you can't go, oh, I don't know
Oh, back the fuck up off me (Brr, brr, brr)
I get those goosebumps every time, yeah, you come around, yeah
You ease my mind, you make everything feel fine
Worried 'bout those comments
I'm way too numb, yeah, it's way too dumb, yeah
I get those goosebumps every time, I need the Heimlich
Throw that to the side, yeah
I get those goosebumps every time, yeah
When you're not around
When you throw that to the side, yeah
I get those goosebumps every time
Uh, I want to press my like, yeah, I wanna press my
I want a green light, I wanna be like
I wanna press my line, yeah
I wanna take that ride, yeah
I'm gonna press my line
I want a green light, I wanna be like, I wanna press my—
Mama dearest, spare your feelings
I'm relivin' moments, peelin' more residual
I can buy the buildin', burn the buildin'
Take your bitch, rebuild the buildin' just to fuck some more
I can justify my love for ya
And touch the sky for God to stop debating war
Put the pussy on a pedestal (Ayy)
Put the pussy on a high horse
That pussy to die for
That pussy to die for
Peter Piper picked a pepper
So I could pick your brain and put your heart together
We depart the shady parts and party hard
The diamonds yours, the coupe forever
My best shot just might shoot forever like (Brr)
I get those goosebumps every time, yeah, you come around, yeah
You ease my mind, you make everything feel fine
Worried 'bout those comments
I'm way too numb, yeah, it's way too dumb, yeah
I get those goosebumps every time, I need the Heimlich
Throw that to the side, yeah
I get those goosebumps every time, yeah
When you're not around
When you throw that to the side, yeah
I get those goosebumps every time",rnb,Travis_Scott_goosebumps.txt
"(Bongo ByTheWay)
Yeah, I made a profile on Tinder
Since you left me to be with her
I think that means I'm gettin' desperate
Wish I could return to sender
But you don't love me no more
And I don't even know what for (Yeah, yeah, yeah, yeah)
Knew it was real when you blocked me
Now I sit at home judgin' my body
Wondering what I did to lose you (What I did to lose you)
Why in the hell you ain't choose me?
Why you don't love me no morе? Yeah
And I don't even know what for (Nah, ah-ah)
You must'vе wanted somethin' different
Still don't know what I was missin'
What you asked I would've given
It ain't right how these hoes be winnin'
Why they be winnin'? Yeah (Why they be? Why they be?)
No hope for a girl like me, how come they be winnin'? Yeah
(Why they be? Why they be?)
And I ain't wanna be
But you gon' make a hoe out of me
Yeah, you gon' make me a gold digger (Gold digger)
Maybe I should look like a stripper
Wearin' Fashion Nova dresses
All these dudes be so pressed and impressed with it
You, leave me with no choice (Oh, oh)
I can't do this good girl shit no more
Oh-oh, oh-oh, I just wanted somethin' different
Still don't know what I was missin'
What you asked I would've given, yeah
It ain't right, how these hoes be winnin'
Yeah, they be winnin' (Why they be? Why they be?)
No hope for a girl like me, how come they be winnin'? (How come they?)
(Why they be? Why they be?)
And I ain't wanna be
But you gon' make a hoe out of me
Y'all niggas be makin' us sad (Makin' us sad)
Then say y'all don't know why we mad (Know why we mad)
So we start actin' like we don't care
'Cause y'all niggas be takin' us there (Ooh-ooh, ooh-ooh)
'Cause you don't want us no more (Ooh-ooh, ooh-ooh)
It breaks us to the core, woah, woah, ooh
Boy, you must wanted somethin' different
Still don't know what you was missin'
What you asked I would've given
It ain't right how these hoes be winnin'
Why they be winnin'? (How they be? Why they be? Why they be?)
A oh-oh, no hope for a girl like me (Why they be?)
How come they be winnin'? (Why they be? Why they be?)
I ain't wanna be
But you gon' make a hoe out of me, ee-ee, ee-ee, ee-ee
A hoe I'll be, yeah (Ooh-ooh, ooh-ooh)
Yeah, ayy
That's what you wanted, that's what you get (Ooh-ooh, ooh-ooh)
A hoe I'll be (Ooh-ooh, ooh-ooh)
Look what you did, kid (Ooh-ooh, ooh-ooh)
Yeah, a hoe I'll be, hmm-hmm, hmm (Ooh-ooh, ooh-ooh)
See what you did to me? (Ooh-ooh, ooh-ooh)
Ooh
Ooh-ooh, ooh
Ooh-ooh
Ooh-ooh, ooh-ooh-ooh",rnb,Jazmine_Sullivan_Girl_Like_Me.txt
"… Read More
I got room in my fumes (Yeah)
She fill my mind up with ideas
I'm the highest in the room (It’s lit)
Hope I make it outta here (Let's go)
She saw my eyes, she know I'm gone (Ah)
I see some things that you might fear
I’m doin' a show, I'll be back soon (Soon)
That ain't what she wanna hear (Nah)
Now I got her in my room (Ah)
Legs wrapped around my beard
Got the fastest car, it zoom (Skrrt)
Hope we make it outta here (Ah)
When I'm with you, I feel alive
You say you love me, don't you lie (Yeah)
Won't cross my heart, don't wanna die
Keep the pistol on my side (Yeah)
Case it’s fumes (Smoke)
She fill my mind up with ideas (Straight up)
I’m the highest in the room (It's lit)
Hope I make it outta here (Let’s go, yeah)
We ain't stressin' 'bout the loot (Yeah)
My block made of quesería
This not the molly, this the boot
Ain’t no comin' back from here
Live the life of La Familia
It's so much gang that I can't see ya (Yeah)
Turn it up 'til they can't hear (We can't)
Runnin', runnin' 'round for the thrill
Yeah, dawg, dawg, 'round my real (Gang)
Raw, raw, I been pourin' to the real (Drank)
Nah, nah, nah, they not back of the VIP (In the VIP)
Gorgeous, baby, keep me hard as steel
Ah, this my life, I did not choose
Uh, been on this since we was kids
We gon' stay on top and break the rules
Uh, I fill my mind up with ideas
Case it's fumes
She fill my mind up with ideas (Straight up)
I'm the highest in the room (I'm the highest, it's lit)
Hope I make it outta here",rnb,Travis_Scott_HIGHEST_IN_THE_ROOM.txt
"The track features Nigerian singer-songwriter Burna Boy.… Read More
I know you want me
Every day, not only when you're lonely‚ yeah
You see me think you know me
But you don't even know nothing about me‚ yeah
You see my thick thighs
Lost when you look into my brown eyes
See‚ my little waist can make you switch sides
You never know the devil in the disguise
So why don't you stand up, baby, and
Tell me‚ tell me, tell me do you want me on top?
So let me show you, show you‚ show you, I don't need to back it up
Don't wanna hold ya, mold ya, scold ya
Split you in half with my heart
I just wanna love on you, trust in you, honour you
Please do the same on your part
Be honest (Be honest)
You want this (You want this)
But I can be heartless
Regardless of my conscience
Be honest (Be honest)
You want this (You want this)
But I can be heartless
Regardless of my conscience
Take time, you no say I run whenever I see bad mind
Before you come my way, make sure you think twice
Look into my eyes but I can never see I
I can point a gun, but ya know I could never lie, yeah
Come through
I can show you somethin' you can run to
When I'm finished, you'll be feelin' brand new
Will never be somebody you can run through
And I can put that on my life
One time, no cap, big vibes, throw that
Catch feels, get high
If you make your bed, then you can lie
Just please don't waste my time
Be honest (Be honest)
You want this (You want this)
But I can be heartless
Regardless of my conscience
Be honest (Be honest)
You want this (You want this)
But I can be heartless
Regardless of my conscience
(Oluwa Burna ti de)
People, they talk, them a gisting
'Bout the way your body twistin'
Make me lose control inna dis ting woi
And it’s all because I’m thinking of us
Don’t go throw me under the bus
Under a spell, I’m under your love
I don’t know why nobody want me
Listen my baby no dey do me bad
Put your hand inside my goodie bag
If I do you bad
Abeg, make you no do me bad
Give me one time, one try
Be mine, this time
Take time, same time
Make we no dey waste time
Girl I never lie you already know I'll be honest
Be honest (Be honest, ooh yeah)
You want this (You want this)
But I can be heartless
Regardless of my conscience (Ooh yeah)
Be honest (Be honest)
You want this (You want this)
But I can be heartless
Regardless of my conscience
Be honest (Be honest)
You want this (You want this)
But I can be heartless
Regardless of my conscience
Be honest
You want this (You want this)
But I can be heartless
Regardless of my conscience",rnb,Jorja_Smith_Be_Honest.txt
"Produced by herself and… Read More
Memories fading, I try to hold on
When I don't know where I belong no more
The sound of your voice was my all, was my home
But these walls, they can't hear you no more, no more
Searching high and low for peace of mind
I feel I lost a piece of mine
And I wish that time never mattered
'Cause silence keeps clouding me
Hand on my heart
And I, I wish time never mattered
'Cause silence keeps clouding me
Hand on my heart
And I, I wish time never mattered
Now that the spring comes, I try to stay strong
But every part of me aches, all alone, all alone
The goldfields of sunflowers, all in their bloom
Now I close my eyes to feel you, oh you
Searching high and low for peace of mind
I feel I lost a piece of mine
And I wish that time never mattered
'Cause silence keeps clouding me
Hand on my heart
And I, I wish time never mattered
'Cause silence keeps clouding me
Hand on my heart, yeah-yeah, yeah-yeah
Oh I, wish time never mattered
If I only knew
I'd never take for granted
The times I took for granted, oh
If I only knew
I'd cherish it forever
'Cause you're what always mattered to me
Silence keeps clouding me
Hand on my heart
I wish time never mattered
'Cause silence keeps clouding me
Hand on my heart, yeah-yeah
Oh I, wish time never mattered
I wish that time
I wish that time
That time never mattered",rnb,Snoh_Aalegra_Time.txt
"Different
This one goes out to all the lovers
What can we do? We're helpless romantics
We can not help who we're attracted to
So let's all dance, and elevate each other
Dear diary (Oh, dear diary), it's happenin' again (happenin' again)
This energy (Oh the energy), like I'm 'bout to win (I'm 'bout to win)
I just close my eyes (I close my eyes) and visions appear (Visions appear)
She's everything I want (Everything I want), and it's crystal clear
Not even Marilyn Monroe (Marilyn Monroe)
Who? Cleopatra? Please (Cleopatra, please)
Not even Joan of Arc (Joan of Arc)
That don't mean nothin' to me
I just want a different girl
Girl, girl, girl, girl
Girl, girl, can't another good boy keep it this thorough
Why, why do I have to lie?
Pretend, make believe or hide, uh
When I love what I've described
But then again, I don't need no adjectives for this girl
Dear diary (Oh, dear diary), it's happenin' again (happenin' again)
This energy (Oh the energy), like I'm 'bout to win (I'm 'bout to win)
I just close my eyes (I close my eyes) and visions appear (Visions appear)
She's everything I want (Everything I want), and it's crystal clear
Not even Marilyn Monroe (Marilyn Monroe)
Who? Cleopatra? Please (Cleopatra, please)
Not even Joan of Arc (Joan of Arc)
That don't mean nothin' to me
I just want a different girl
Girl, girl, girl, girl
Girl, girl, can't another good boy keep it this thorough
Dear diary (Oh, dear diary), it's happenin' again (happenin' again)
This energy (Oh the energy), like I'm 'bout to win (I'm 'bout to win)
I just close my eyes (I close my eyes) and visions appear (Visions appear)
She's everything I want (Everything I want), and it's crystal clear
Not even Marilyn Monroe (Marilyn Monroe)
Who? Cleopatra? Please (Cleopatra, please)
Not even Joan of Arc (Joan of Arc)
That don't mean nothin' to me
I just want a different girl
What's wrong with that? Yeah
What's wrong with that?
What's wrong with that?
In honor of the groove and all who's surrendered to it
We say thank you, and we take it back
Wished so hard, I wished so hard that it came true
Then my lucky star, I guess you came from behind the moon
I put my arms around her, and I promise not to abuse you
Since now I found you, why the hell would I want to lose you?
Dear diary (Oh, dear diary), it's happenin' again (happenin' again)
This energy (Oh the energy), like I'm 'bout to win (I'm 'bout to win)
I just close my eyes (I close my eyes) and visions appear (Visions appear)
She's everything I want (Everything I want), and it's crystal clear
Not even Marilyn Monroe (Marilyn Monroe)
Who? Cleopatra? Please (Cleopatra, please)
Not even Joan of Arc (Joan of Arc)
That don't mean nothin' to me
I just want a different girl
Girl, girl, girl, girl
Girl, girl, girl on girl
Girl, girl, girl, girl
Girl, girl, can't another good boy keep it this thorough",rnb,Pharrell_Williams_Marilyn_Monroe.txt
"Do you recall the time
You captured this heart of mine
Lying in a field full of dandelions
You are my life
You're my sunshine
A beautiful flower
Wild but yet divine
So hard to find
I'm glad I picked my lovely dandelion
While I was lying in the autumn breeze
I felt a brush against my skin
So elegantly free
So delicate was she
And something deep within was calling out to me
Where have you been?
I've waited patiently
I never thought you'd find your way
Her voice so heavenly
Dear God
I can't believe
An angel sent to me
Don't ever go away
Do you recall the time
You captured this heart of mine
Lying in a field full of dandelions
You are my life
You're my sunshine
A beautiful flower
Wild but yet divine
So hard to find
I'm glad I picked my lovely dandelion
I picked a petal just to taste and see
Oh, how sweet your love could really be
Then all the honeybees would surely envy me
Don't let this fantasy become a memory
I'll be the rain that falls upon you
Let me be your morning dew
I'll be the breeze embracing you
I'll be the sun that shines so brightly
On the darker side of you
Throughout the night
I'll be your guiding light
The star that's watching you
Do you recall the time
You captured this heart of mine
Lying in a field full of dandelions
You are my life
You're my sunshine
A beautiful flower
Wild but yet divine
So hard to find
I'm glad I picked my lovely dandelion
Lovely
Lovely is she
Heaven sent
Beauty far beyond what any eye can see
And now my life is so complete
And I believe you're the air I breathe
The song I sing
My everything
Do you recall the time
You captured this heart of mine
Lying in a field full of dandelions
You are my life
You're my sunshine
A beautiful flower
Wild but yet divine
So hard to find
I'm glad I picked my lovely dandelion
Do you remember you took my heart?
And do you remember you took my soul?
And I love you, baby
Love you for it, baby",rnb,Tevin_Campbell_Dandelion.txt
"I was like, ""Why are you so obsessed with me?""
So, oh, oh-oh-oh (Ay, ay, ay)
So, oh, oh-oh-oh (Ay, ay, ay)
So, oh, oh-oh-oh (Will the real MC please)
So, oh, oh-oh-oh (Step to the mic?)
So, oh, oh-oh-oh (MC, MC)
So, oh, oh-oh-oh (You need a MC)
So, oh, oh-oh-oh (Place to be)
So, oh, oh-oh-oh (MC, the MC)
All up in the blogs saying we met at the bar
When I don't even know who you are
Saying we up in your house, saying I'm up in your car
But you in LA, and I'm out at Jermaine's
I'm up in the A, you so, so lame
And no one here even mentions your name
It must be the weed, it must be the E
'Cause you be popping, heard you get it popping
Ooh-oh, woah
Why you so obsessed with me? Boy, I wanna know
Lying that you're sexing me, when everybody knows
It's clear that you're upset with me, oh
Finally found a girl that you couldn't impress
Last man on the earth, still couldn't get this
You're delusional, you're delusional
Boy, you're losing your mind
It's confusing, yo, you're confused, you know
Why you wasting your time?
Got you all fired up with your Napoleon complex
See right through you like you're bathing in Windex
Oh, oh, oh
Boy, why you so obsessed with me?
So, oh, oh-oh-oh (Oh)
So, oh, oh-oh-oh (And all my ladies say)
So, oh, oh-oh-oh
So, oh, oh-oh-oh (And all my girls say)
Oh, oh-oh-oh-oh, oh-oh-oh-oh-oh (Obsessed)
Oh, oh-oh-oh-oh, oh-oh-oh-oh-oh (Obsessed)
Oh, oh-oh-oh-oh, oh-oh-oh-oh-oh (Obsessed)
Oh, oh-oh-oh-oh, oh-oh-oh-oh-oh (Obsessed)
You on your job, you hating hard
Ain't gon' feed you, I'ma let you starve
Grasping for air, I'm ventilation
You out of breath, hope you ain't waiting
Telling the world how much you miss me
But we never were, so why you tripping?
You a mom and pop, I'm a corporation
I'm the press conference, you a conversation
Ooh, woah, woah, woah
Why you so obsessed with me? And boy, I wanna know
Lying that you're sexing me, when everybody knows
It's clear that you're upset with me, oh
Finally found a girl that you couldn't impress
Last man on the earth still couldn't get this
You're delusional, you're delusional
Boy, you're losing your mind (Mind)
It's confusing, yo, you're confused, you know?
Why you wasting your time? (Time)
Got you all fired up with your Napoleon complex
See right through you like you're bathing in Windex
Oh, oh, oh
Boy, why you so obsessed with me?
So, oh, oh-oh-oh (Oh)
So, oh, oh-oh-oh (And all my ladies say)
So, oh, oh-oh-oh (Ooh)
So, oh, oh-oh-oh (And all my girls say)
Oh, oh-oh-oh-oh, oh-oh-oh-oh-oh (Obsessed)
Oh, oh-oh-oh-oh, oh-oh-oh-oh-oh (Obsessed)
Oh, oh-oh-oh-oh, oh-oh-oh-oh-oh (Obsessed)
Oh, oh-oh-oh-oh, oh-oh-oh-oh-oh (Obsessed)
Ooh, woah, woah, woah
(Hey, he's all up in my George Foreman)
Why you so obsessed with me? Boy, I wanna know
Lying that you're sexing me, when everybody knows
(Lying that you're sexing Mimi)
It's clear that you're upset with me, oh (Eh)
Finally found a girl that you couldn't impress
Last man on the earth, still couldn't get this (No)
You're delusional, you're delusional (Ah)
(He's all up in my George Foreman)
Boy, you're losing your mind
It's confusing, yo, you're confused, you know?
(But I can't do nothing for him)
Why you wasting your time?
Got you all fired up with your Napoleon complex
See right through you like you're bathing in Windex
(You love me, you love me, you really, really love me)",rnb,Mariah_Carey_Obsessed.txt
"Though the song sparked rumors that the two were dating… Read More
There's always that one person that will always have your heart
You'll never see it comin' 'cause you're blinded from the start
Know that you're that one for me, it's clear for everyone to see
Ooh, baby, ooh, yeah (You gotta rock away to this one)
You will always be my boo (Come on)
See, I don't know 'bout y'all, but I know about us and, uh (Oh!)
It's the only way we know how to rock
I don't know 'bout y'all, but I know about us and, uh (Oh!)
It's the only way we know how to rock
Do you remember, girl?
I was the one who gave you your first kiss
'Cause I remember, girl
I was the one who said, ""Put your lips like this""
Even before all the fame and people screamin' your name
Girl, I was there when you were my baby
It started when we were younger, you were mine (My boo)
Now, another brother's taken over, but it's still in your eyes (My boo)
Even though we used to argue, it's alright (It's alright, girl, that's okay)
I know we haven't seen each other in a while
But you will always be my boo
I was in love with you when we were younger, you were mine (My boo)
And I see it from time to time, I still feel like (My boo, that's my baby)
And I can see it no matter how I try to hide (I can't hide it, my boo)
And even though there's another man who's in my life
You will always be my boo
Yes, I remember, boy
'Cause after we kissed, I could only think about your lips
Yes, I remember, boy
The moment I knew you were the one I could spend my life with
Even before all the fame and people screamin' your name
I was there
And you were my baby
It started when we were younger, you were mine (You were mine; My boo)
Now, another brother's taken over, but it's still in your eyes (Yes, in here; My boo)
Even though we used to argue, it's alright (It's alright now, it's okay; My boo)
I know we haven't seen each other in a while
But you will always be my boo
I was in love with you when we were younger, you were mine (You were mine, my boo; My boo)
And I see it from time to time, I still feel like (It's still in your eyes; My boo)
And I can see it no matter how I try to hide (It's alright now, it's okay; My boo)
And even though there's another man who's in my life (But we hadn't seen each other)
You will always be my boo (You will always be my...)
Oh, my, oh, my, oh, my, oh, my, my boo
My, oh, my, oh, my, oh, my, oh, my boo
It started when we were younger, you were mine (You were mine; My boo)
Now another brother's taken over, but it's still in your eyes (You were mine) (My boo)
Even though we used to argue, it's alright (It's alright, it's alright, it's okay, it's okay) (My boo)
I know we haven't seen each other in a while (In a while)
But you will always be my boo
I don't know about y'all, but I know about us and, uh
It's the only way we know how to rock
I don't know about y'all, but I know about us and, uh
It's the only way we know how to rock
It started when we were younger
My boo
'Nother brother's taken over
Just stand",rnb,Usher_My_Boo.txt
"“Sicko,” or “6icko” (the 6 referring to Drake’s hometown Toronto), is… Read More
Astro, yeah
Sun is down, freezin' cold
That's how we already know, winter's here
My dawg would probably do it for a Louis belt
That's just all he know, he don't know nothin' else
I tried to show 'em, yeah
I tried to show 'em, yeah, yeah
Yeah, yeah, yeah
Goin' on you with the pick and roll
Young La Flame, he in sicko mode
(Woo) Made this here with all the ice on in the booth
At the gate outside, when they pull up, they get me loose
Yeah, Jump Out boys, that's Nike boys, hoppin' out coupes
This shit way too big, when we pull up, give me the loot (Gimme the loot!)
Was off the Remy, had a Papoose
Had to hit my old town to duck the news
Two-four hour lockdown, we made no moves
Now it's 4 a.m. and I'm back up poppin' with the crew
I just landed in, Chase B mixes pop like Jamba Juice
Different colored chains, think my jeweler really sellin' fruits
And they chokin', man, know the crackers wish it was a noose
Some-some-some-someone said
To win the retreat, we all in too deep
Play-play-playin' for keeps, don't play us for weak (Someone said)
To win the retreat, we all in too deep
Play-play-playin' for keeps, don't play us for weak
Yeah, this shit way too formal, y'all know I don't follow suit
Stacey Dash, most of these girls ain't got a clue
All of these hoes I made off records I produced
I might take all my exes and put 'em all in a group
Hit my eses, I need the bootch
'Bout to turn this function to Bonnaroo
Told her, ""Hop in, you comin' too""
In the 305, bitches treat me like I'm Uncle Luke
(Don't stop, pop that pussy!)
Had to slop the top off, it's just a roof, uh
She said, ""Where we goin'?"" I said, ""The moon""
We ain't even make it to the room
She thought it was the ocean, it's just the pool
Now I got her open, it's just the Goose
Who put this shit together? I'm the glue
Someone said
Shorty FaceTimed me out the blue
Someone said
Play-playin' for keeps
Someone said, mother****, someone said
Don't play us for weak
Yeah
Astro, yeah, yeah
(Tay Keith, fuck these niggas up)
Ayy, ayy
She's in love with who I am
Back in high school, I used to bus it to the dance (Yeah)
Now I hit the FBO with duffels in my hands
I did half a Xan, thirteen hours 'til I land
Had me out like a light, ayy, yeah
Like a light, ayy, yeah
Like a light, ayy, slept through the flight, ayy
Knocked for the night, ayy
767, man, this shit got double bedroom, man
I still got scores to settle, man
I crept down the block (Down the block)
Made a right (Yeah, right)
Cut the lights (Yeah, what?), paid the price (Yeah)
Niggas think it's sweet (Nah, never), it's on sight (Yeah, what?)
Nothin' nice (Yeah), baguettes in my ice (Aw, man)
Jesus Christ (Yeah), checks over stripes (Yeah)
That's what I like (Yeah), that's what we like (Yeah)
Lost my respect, you not a threat
When I shoot my shot, that shit wetty like I'm Sheck (Bitch)
See the shots that I took (Ayy), wet like I'm Book (Ayy)
Wet like I'm Lizzie
I be spinnin' Valley, circle blocks 'til I'm dizzy (Yeah, what?)
Like where is he? (Yeah, what?)
No one seen him (Yeah, yeah)
I'm tryna clean 'em (Yeah)
She's in love with who I am
Back in high school, I used to bus it to the dance
Now I hit the FBO with duffels in my hands (Woo)
I did half a Xan, thirteen hours 'til I land
Had me out like a light (Like a light)
Like a light (Like a light)
Like a light (Like a light)
Like a light
Yeah, passed the dawgs a celly
Sendin' texts, ain't sendin' kites, yeah
He said, ""Keep that on lock""
I say, ""You know this shit, it's stife,"" yeah
It's absolute, yeah (Yeah), I'm back, reboot (It's lit)
LaFerrari to Jamba Juice, yeah (Skrrt, skrrt)
We back on the road, they jumpin' off, no parachute, yeah
Shorty in the back
She said she workin' on her glutes, yeah (Oh my God)
Ain't by the book, yeah, this how it look, yeah
'Bout a check, yeah (Check), just check the foots, yeah
Pass this to my daughter, I'ma show her what it took (Yeah)
Baby mama cover Forbes, got these other bitches shook
Yeah",rnb,Travis_Scott_SICKO_MODE.txt
